,Instrument,Company Common Name,TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,"Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","CO2 Equivalent Emissions Direct, Scope 1, 2022","CO2 Equivalent Emissions Direct, Scope 1, 2021","CO2 Equivalent Emissions Direct, Scope 1, 2020","CO2 Equivalent Emissions Direct, Scope 1, 2019","CO2 Equivalent Emissions Indirect, Scope 2, 2022","CO2 Equivalent Emissions Indirect, Scope 2, 2021","CO2 Equivalent Emissions Indirect, Scope 2, 2020","CO2 Equivalent Emissions Indirect, Scope 2, 2019","CO2 Equivalent Emissions Indirect, Scope 3, 2022","CO2 Equivalent Emissions Indirect, Scope 3, 2021","CO2 Equivalent Emissions Indirect, Scope 3, 2020","CO2 Equivalent Emissions Indirect, Scope 3, 2019","CO2 Equivalent Emissions Total, 2022","CO2 Equivalent Emissions Total, 2021","CO2 Equivalent Emissions Total, 2020","CO2 Equivalent Emissions Total, 2019","CO2 Estimation Method, 2022","CO2 Estimation Method, 2021","CO2 Estimation Method, 2020","CO2 Estimation Method, 2019",Employee Satisfaction,Employees With Disabilities,Employees Health & Safety Controversies,Full-Time Employees (Pvt),Employee Satisfaction,Employees With Disabilities,Employee Health & Safety Training Hours,Employee Accidents,Employee Lost Working Days,Employees Health & Safety Controversies,Employee Resource Groups,Employee Engagement Voluntary Work,Policy Supply Chain Health & Safety,Environmental Supply Chain Monitoring,Environmental Supply Chain Management,Policy Environmental Supply Chain,Supply Chain Health & Safety Training,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Resource Reduction Targets,Targets Water Efficiency,Targets Energy Efficiency,Renewable Energy Use Ratio,Energy Use Total,Energy Purchased Direct,Renewable Energy Purchased,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,SOx Emissions To Revenues USD in million,Injuries To Million Hours,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Trade Union Representation,Recent Diversity Opportunity Controversies,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage,Executive Compensation Controversies,Sustainability Compensation Incentives,Executive Individual Compensation
30,PEP.OQ,PepsiCo Inc,Consumer Non-Cyclicals,Food & Beverages,Beverages,53.4656,53.38727,54.90394,55.35653,12.92712,14.01716,14.00415,14.91342,227.8325267,251.4118307,328.1551955,216.8808332,3481530,3596710,3552710,3552415,1834310,1811110,1719610,1556523,57176800,58408900,54628800,50465066,5315840,5407830,5272320,5108938,Reported,Reported,Reported,Reported,,,1,315000,,,,,,1,1,1,1,1,1,1,1,,,1,1,1,0.164272845,77651300,77471600,12756000,908.0007408,78444000,78444000,,,,1,1,,,23,18,52,4,4,36,5,14,13,64,4,40,,20,20,60,60,,0,1,0
31,PFE.N,Pfizer Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,66.01515,62.25027,79.82041,80.46488,36.11781,28.89233,18.0884,29.94997,37.45452645,49.78756477,62.99376957,82.58900291,650587,661930,649357,702830,489611,480923,494640,566328,9678550,4832473,3768058,5603550,1140200,1142853,1143997,1269160,Reported,Reported,Reported,Reported,88,,,83000,88,,,241,,,1,1,1,1,1,1,1,57.06751128,100.13003,0,0,0,0.033955441,16414100,16371300,557348,287.052726,28800000,28800000,,,1.45,1,1,,,21.2,7.7,58.4,3.5,3.5,35.5,20.9,6.1,6.4,64.5,2.1,25,8.333,8.333,8.333,75,75,,0,1,0
32,COP.N,Conocophillips,Energy,Energy - Fossil Fuels,Oil & Gas,47.79601,48.23252,33.86925,47.43107,33.64079,25.4626,-11.08922,26.97527,34.67074974,43.901687,51.48916212,42.58025785,14954000,17720000,15500000,19500000,1060000,1000000,700000,1000000,235000000,224000000,162700000,195200000,16014000,18720000,16200000,20500000,Reported,Reported,Reported,Reported,79,5,,9500,79,5,,36,,,1,1,1,1,1,1,1,1327.855131,784.4622707,1,1,1,,217342000,217342000,,1635.793819,128400000,75800000,1800000,0.034410273,0.7,1,0,4,,4.2,15.6,69.8,4.1,4.1,81.4,12.6,15.7,11.2,18.6,41.9,,,,,,,,0,1,0
33,ROK.N,Rockwell Automation Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",41.03555,39.97217,41.4111,40.99972,17.75778,13.83434,21.81096,17.94843,83.28279425,140.7469915,166.3165383,194.5222806,18649,20539,33617.22,33912,91051,87561,95679.78,91688,,,,,109700,108100,129297,125600,Reported,Reported,Reported,Reported,,,,29000,,,,66,,,1,1,1,,1,1,1,20.40614762,5.731000938,0,0,0,,785800,785800,,31.53877197,220689.403,,,,1.35,1,0,,,7,5,75,3,3,20,8,6,5,80,1,20,,20,,80,80,,0,1,0
34,TXN.OQ,Texas Instruments Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,68.75874,67.4662,64.09654,63.71411,50.62912,48.84431,40.7579,39.79003,59.92316663,58.05895147,73.99586372,65.15100483,1112030,1040450,938506,960000,1385630,1042870,1195111,1060000,,,,,2497670,2083320,2133617,2030000,Reported,Reported,Reported,Reported,,,,33000,,,,79,,,1,1,1,1,1,1,1,89.95258388,161.5749355,1,1,1,0.140474337,13488300,13488300,1894760,1209.706411,24228000,24228000,8290050,,1.283,1,0,,,,,,,,,,,,,,25,8,8,8,75,75,1,0,0,0
35,MRO.N,Marathon Oil Corp,Energy,Energy - Fossil Fuels,Oil & Gas,91.45405,90.26613,81.96295,86.14786,48.91008,21.09005,-40.23399,12.31518,52.18039835,37.84390792,51.16939684,45.26454373,3530000,4240000,6470000,5200000,175000,200000,180000,160000,,,,,3705000,4440000,6650000,5360000,Reported,Reported,Reported,Reported,,,,1570,,,37000,3,0,,1,1,1,1,1,1,1,2781.293827,329.3517792,0,0,0,0.010063309,46802500,46802500,470988,1010.244258,5542200,1819600,584200,0.08640175,1.45,1,0,0,,,,,,,21.5,,,,,,14,,,,86,86,14,0,1,0
36,FL.N,Foot Locker Inc,Consumer Cyclicals,Retailers,Specialty Retailers,32.01279,34.38267,28.92157,31.76765,6.27926,9.6785,4.01431,8.10743,13.72608564,14.10929299,3.969686034,4.933279418,5775,6588,7051,,85893,76471,96220,,3107720,,4787,,91668,83059,103271,,Reported,Reported,Reported,Median,83,,,15200,83,,,,,,0,1,1,,0,1,0,,,0,0,0,0.165114658,985497,985497,162720,,,,,,,1,0,,,,,,,,,,,,,,30,,20,10,70,70,,0,0,0
37,AIR.N,AAR Corp,Industrials,Industrial Goods,Aerospace & Defense,18.59332,17.20879,16.69794,12.99228,6.69179,5.78022,3.93391,1.99324,24.53825858,9.560173997,13.72126437,66.47462885,21755,25151,25648,,17456,17749,24884,,,,,,39211,42900,50532,,Reported,Reported,Reported,Median,,,,5000,,,,,,,1,1,1,,1,1,0,328.4274643,,0,0,0,,589882,589882,,,,,,,,1,0,4.444,,,,,,,,,,,,,10,,,,90,90,10,0,0,0
38,CECO.OQ,CECO Environmental Corp,Industrials,Industrial & Commercial Services,Professional & Commercial Services,30.36365,31.16616,33.42542,33.46282,5.24363,3.04097,4.22327,5.26225,55.05290211,34.4960255,39.45366085,38.00546066,,,,,,,,,,,,,,,,,Energy,Energy,Energy,Median,,,,1000,,,,10,,,0,1,0,,0,0,0,16.52376427,1.0315951,0,0,0,,5420.16,5420.16,,1.070804497,338.386,338.386,,,9.708,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
39,ADX.N,Adams Diversified Equity Fund Inc,Financials,Collective Investments,Collective Investments,,,,,64.61603,58.22663,66.64789,66.49694,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ADBE.OQ,Adobe Inc,Technology,Software & IT Services,Software & IT Services,87.87161,87.70306,88.18499,86.61797,34.26246,34.63592,36.75641,32.92664,22.00024216,29.38580884,27.86375617,31.03890229,6568,4911,9598,11817,57168,61220,50653,56128,463438,424343,393465,505069,63736,66131,60251,67945,Reported,Reported,Reported,Reported,84,,,,84,,,,,,1,1,1,1,1,1,1,4.816428072,1.780761697,0,0,0,0.52565323,764738,764738,401987,16.05952516,282744,,16964.6,,1.5,1,1,,,3.1,5.6,57.6,3,3,,,,,,,25,16.67,8.33,,75,75,,0,0,0
41,AMD.OQ,Advanced Micro Devices Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,44.92606,48.24754,44.52525,42.60882,5.35571,22.15529,13.46922,6.75977,4.505936073,4.175003335,5.653589173,17.19136894,8145,2892,2335,3358,74479,40589,47797,50610,12820500,12241304,5690890,987039,82624,43481,50132,53968,Reported,Reported,Reported,Reported,,,,25000,,,,,,,1,1,1,1,1,1,0,7.004742795,1.711896276,1,1,1,0.317307692,748800,748800,237600,7.753908733,183000,183000,,,0.2,1,1,,,1,6,43,2,2,,,,,,,22,22,,,78,78,,0,1,0
42,APD.N,Air Products and Chemicals Inc,Basic Materials,Chemicals,Chemicals,29.89683,26.4604,30.38748,33.85387,19.79841,18.41778,22.10016,25.26563,72.00357719,58.16189897,56.4059765,65.46300435,16800000,16900000,17100000,16600000,9700000,9500000,9300000,9900000,7700000,8200000,7400000,8300000,26500000,26400000,26400000,26500000,Reported,Reported,Reported,Reported,,,,20700,,,,83,,,1,1,0,1,1,1,0,3442.183125,1136.528898,1,1,0,0.087202797,205920000,205920000,17956800,5354.133527,67990000,67990000,5439200,0.004795804,1.8,1,1,20,,,,,,,26,,,,,,38,,,,,,,0,1,0
43,ATRI.OQ,Atrion Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,41.36323,42.04134,44.82861,45.58575,21.62709,21.84244,24.16679,26.13661,0,0,0,0,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,722,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,20,0,20,0,80,80,0,0,1,0
44,AIN.N,Albany International Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",37.66421,40.72048,41.2023,37.72782,13.07524,19.78423,18.44083,18.32086,50.8661733,41.89185633,50.92333218,64.20136171,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,4100,,,,20,,,0,1,1,1,1,1,0,,,0,0,0,,,,,,,,,,2.4,1,0,,,,,,,,,,,,,,44.44,,,,,,,0,0,0
45,COR.N,Cencora Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,3.35937,3.4933,3.16579,2.72932,0.90834,1.0104,1.10015,-2.71601,917.1320854,,2992.524871,,124035,112937,33361.3,33597.5,97397,101658,74293.6,86713.9,23627236,45013,25777.72,28356.6,221432,214595,107654.9,120311,Reported,Reported,Reported,Reported,,,,42000,,,,,10502,,1,1,0,,1,1,0,19.04638842,53.03351771,0,0,0,0.406809824,642836,642836,261512,7.502244464,1789938,1789938,,,,1,0,28,,23,14,50,3,3,16,,,,,,10,,10,,90,90,,0,0,0
46,ALX.N,Alexander's Inc,Real Estate,Real Estate,Residential & Commercial REITs,55.91894,56.17566,53.25647,59.63243,38.6101,36.96228,36.19277,43.95361,461.3342974,431.377851,568.9029071,382.999428,29864,29190,,,131405,133997,,,39633,42997,,,161269,163187,,,Reported,Reported,Energy,Median,,,,69,,,,,,,0,1,0,1,0,1,0,1180.207851,,1,1,1,,2854970,2854970,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
47,AB.N,AllianceBernstein Holding LP,Financials,Banking & Investment Services,Investment Banking & Investment Services,,,,,100,100,100,100,0,0,0,0,,,,,,,,,,,,,,,,,Median,Median,Median,,,,,4436,,,,,,,1,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
48,SWKS.OQ,Skyworks Solutions Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,44.15598,47.47607,49.175,48.06449,23.57305,27.83702,31.56525,26.57568,21.24549953,40.02742732,42.20422495,0,38022,,32844,,165115,,95354,,,,,,203137,141000,128198,151000,Reported,Reported,Reported,Reported,,,,9750,,,,45,,,1,1,1,1,1,1,0,95.53442594,124.5124541,1,1,0,0.073607007,1516160,1516160,111600,360.2315195,1976050,1976050,908985,,2,1,0,43.498,,3,15,37,5,5,50,,,,50,50,11.11,,11.11,,88.89,88.89,,0,0,0
49,AMBC.N,Ambac Financial Group Inc,Financials,Insurance,Insurance,,,,,,,,,299.3288274,620.7244546,670.2502317,499.7289973,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,145,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,14.29,,,14.29,85.71,85.71,,0,0,0
50,HES.N,Hess Corp,Energy,Energy - Fossil Fuels,Oil & Gas,68.35924,70.4804,77.28734,70.4388,33.49523,24.90298,-53.97472,9.02232,107.9694462,137.7301587,159.0383899,84.71140632,2450000,3130000,3830000,3500000,388000,428000,428000,350000,43400000,45800000,43500000,38700000,2838000,3558000,3952000,3928000,Reported,Reported,Reported,Reported,80,,,1623,80,,,1,,,1,1,1,1,1,1,1,820.8869823,100.6043529,1,1,0,,26541000,26541000,,435.2669611,3252750,3252750,299253,0.055800883,1.6,1,0,0,,,,,,,20,,,,,,18,,,,,,,0,1,0
51,ABM.N,ABM Industries Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,13.97905,14.23155,16.45314,15.06447,5.0578,4.46801,3.31214,1.5983,73.64298017,74.36524575,55.09569973,48.31033793,41319,36499,36833,46076,2498,2991,5808,6456,15288,1960,2195,40642,43817,39490,42641,52532,Reported,Reported,Reported,Reported,,,,123000,,,,2098,,,0,1,1,1,1,1,1,215.8503741,,0,0,0,0.062189089,635552,635552,39524.4,,,,,,12.1,1,0,35,,,,20.7,79.3,79.3,,,,,,,30,,,,70,70,30,0,1,0
52,AFL.N,Aflac Inc,Financials,Insurance,Insurance,,,,,,,,,36.2611718,23.60989986,23.11153491,22.1692738,2633,2038,2093,4050,8394,8163,10168,13009,234206,216752,338659,19767,11027,10201,12261,17059,Reported,Reported,Reported,Reported,,,,12882,,,,,,,0,1,1,1,1,1,0,2.400394836,,1,0,1,,125237,124463,,,,,,,,1,1,,,,,,,,,,,,,,36.36,18.18,18.18,,63.64,63.64,,0,1,0
53,AIG.N,American International Group Inc,Financials,Insurance,Insurance,,,,,,,,,66.33878448,45.73200315,56.55947681,53.82565664,10062,17015,6156,17121,70403,73322,71106,93781,508227,517033,430602,419169,80465,90337,77262,110902,Reported,Reported,Reported,Reported,,,,26200,,,,,,,1,1,0,,0,1,0,,,0,0,0,,,,,,,,,,,1,0,,,8,8,70,2,2,32.7,17,6,8,67,2,20,,20,,80,80,,1,0,0
54,IEP.OQ,Icahn Enterprises LP,Energy,Energy - Fossil Fuels,Oil & Gas,16.25591,14.84642,-5.29823,2.87404,2.55051,-0.99695,-33.8054,-19.7398,181.9487179,217.0428894,238.2909521,150.1466276,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,20000,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0
55,AMWD.OQ,American Woodmark Corp,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,17.30346,12.19286,18.46992,19.78764,6.70061,-1.73994,6.57896,7.88538,42.53423027,65.85679851,68.99573944,85.23977286,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,8800,,,,137,,,0,1,0,,0,1,1,,,0,0,0,,,,,,,,,,7.8,1,0,3.148,,,,,,,,,,,,,,,,,,,,0,1,0
56,AMGN.OQ,Amgen Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,75.66387,75.15686,75.77486,81.35434,36.63716,29.40452,35.94635,41.40913,1063.780388,497.1492537,350.5792326,309.1388401,130000,133000,107100,135100,153000,156000,136100,160600,2868400,3064500,2626600,2773500,283000,289000,243200,295700,Reported,Reported,Reported,Reported,,,,25200,,,,35,,,1,1,1,1,1,1,1,17.17071318,11.40247035,1,1,0,0.117073171,3075000,3074900,360000,77.57474452,2042000,2042000,513000,,0.7,1,0,,,,,,,,45,,,,,,23.08,7.7,15.38,,76.92,76.92,,0,1,0
57,ADI.OQ,Analog Devices Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,64.0136,62.69771,61.83158,65.86545,31.06822,27.29077,20.18302,26.73976,19.53805473,17.95849992,17.81895773,42.88319375,176000,167937,168487,162740,149000,182187,186987,179902,1441000,1497000,1195000,,325000,354000,362000,350000,Reported,Reported,Reported,Reported,75,,,26000,75,,,64,,,0,1,0,1,1,1,0,,,1,1,0,,2463510,,,303.4251706,3645350,,911337,,1.3,1,1,,,2.05,4.95,54.88,4.32,4.32,,,,,,,23.08,15.38,,7.7,76.923,76.923,,0,0,0
58,SAFE.N,Safehold Inc,Real Estate,Real Estate,Residential & Commercial REITs,27.64677,24.98015,25.64599,35.36837,-161.58518,-47.5919,-51.8626,-72.18867,164.4305428,302.148019,299.8707187,343.1748848,,,0,,,,327,,,,709,,,,327,,CO2,CO2,Reported,Median,80,,,118,80,,,,,,0,1,0,1,1,1,0,,,0,0,0,,,,,,,,,,,1,0,0,,6,7,72,3,3,,,,,,,16.7,,,,,,,0,0,0
59,APOG.OQ,Apogee Enterprises Inc,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,25.22899,23.01113,22.82222,22.98905,8.73106,1.67773,2.07406,6.33167,42.84398902,42.20622011,33.48588012,42.16510765,35024,,,,92152,,,,,,,,127176,,,,Reported,Median,Median,Median,,,,4900,,,,113,,,0,1,1,1,0,1,0,1282.229657,,0,0,0,,1306810,1306810,,,,,,,11.5,1,0,12.449,,11,18,64,2,2,,,,,,,22.23,,22.23,,77.77,77.77,,0,0,0
60,AMAT.OQ,Applied Materials Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,46.70212,46.51154,47.32255,44.71573,28.8645,30.20361,29.87036,25.37496,34.63820417,44.75151714,44.51702458,51.50311968,47821,55506,64965,38500,147087,138521,144371,113500,20680500,,12765700,30000,194908,194027,209336,151900,Reported,Reported,Reported,Reported,,,,34000,,,,136,1337.77,,1,1,1,1,1,1,0,15.66933412,17.45616554,1,0,1,0.398056261,2018790,2017680,803592,97.51550102,2249000,2249000,,,2.25,1,1,,,4.5,9.2,45.6,3.6,3.6,50.4,34.9,4.7,8.2,49.6,2.6,30,30,,,70,70,,0,1,0
61,EPAC.N,Enerpac Tool Group Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",49.3208,46.45961,45.99478,44.0293,14.02899,5.36743,9.66841,4.90196,65.54620048,64.0279212,42.45532487,70.98595313,,,,,,,,,,,,,,,,,Energy,Energy,Energy,Energy,,,,2100,,,,12,,,1,1,1,,0,1,0,42.50408258,,0,0,0,,71819,71819,,,,,,,2.8,1,0,,,,,,,,,,,,,,20,,,,,,,0,0,0
62,AWI.N,Armstrong World Industries Inc,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,36.4204,36.65281,35.55342,38.05992,22.60157,23.49539,27.19607,30.57509,124.8411215,125.1491245,163.295631,167.3883256,234000,226000,244000,,102000,97000,108000,,,,,,336000,323000,352000,,Reported,Reported,Reported,CO2,,,,3000,,,,,,,1,1,1,,1,1,1,827.6761724,437.9161745,1,1,1,0.08,5101200,5101200,408096,2439.00235,2699000,2699000,,0.053316465,8.8,1,0,58,,12.7,8.4,74.6,2.2,2.2,14,,,,,,22,,,,,,,0,1,0
63,ARW.N,Arrow Electronics Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,13.02815,12.18889,11.12925,11.40643,5.57179,4.51554,3.12594,0.30292,68.02387585,49.73334507,44.33939,61.75415671,11675,11768,,,28437,30513,,,,,,,40112,42281,,,Reported,Reported,CO2,CO2,,,,22300,,,,,,,0,1,0,1,1,1,0,,,0,0,0,,,,,,,,,,,1,0,,,4.5,14.1,63.1,3.2,3.2,,,,,,,10,,,,,,,0,0,0
64,ARCH.N,Arch Resources Inc,Energy,Energy - Fossil Fuels,Coal,37.20487,28.45082,6.07206,18.36401,29.39894,16.62695,-22.49358,10.58661,13.06214209,82.71898296,181.3317064,48.52482921,4518000,4633000,5357000,5693000,313000,377000,410000,446000,148450000,,,,4831000,5010000,5767000,6139000,Reported,Reported,Reported,Reported,,,,3404,,,,,,,0,1,1,1,1,1,0,3588973.452,5122.101458,1,0,1,0.038156028,7050000000,7050000000,269000000,4556.801507,10061600,10061600,7324770,0.041213022,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
65,ASB.N,Associated Banc-Corp,Financials,Banking & Investment Services,Banking Services,,,,,,,,,21.26784029,14.99647316,19.59900101,25.864965,5831,4840,4544,5451,15780,15487,15617,17342,,,,,21611,20327,20161,22793,Reported,Reported,Reported,Reported,52,11,,4200,52,11,,,,,1,1,0,,1,1,0,10.93752439,7.471664987,0,0,0,,96685.2,96685.2,,53.27767426,66047.8,,,,,1,0,0,,4.6,3.7,82.5,5.7,5.7,,,,,,,10,,,,,,,0,1,0
66,ASTE.OQ,Astec Industries Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",20.72185,22.94021,23.43811,20.46899,0.60416,2.01422,4.35377,2.14225,13.98947201,0.445605409,0.311284047,0.337071745,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,4291,,,,84,,,0,0,1,1,1,1,0,,,0,0,0,,,,,,,,,,9.8,1,0,1.934,,,,,,,,,,,,,10,10,,,90,90,,0,1,0
67,ATRO.OQ,Astronics Corp,Industrials,Industrial Goods,Aerospace & Defense,14.50792,17.14197,19.32461,22.20028,-3.50724,-4.04511,-20.03653,9.77117,68.39613204,63.55006157,65.02731432,49.61309685,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,2400,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,11.1,11.1,,,88.9,88.9,,0,0,0
68,REX.N,REX American Resources Corp,Energy,Renewable Energy,Renewable Energy,6.48316,12.65614,5.50979,4.88437,3.01462,8.91634,0.50823,0.20828,0,0,0,0,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,122,,,,2,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,8.667,0,0,0,,,,,,,,,,,,,22.22,11.11,11.11,,77.78,77.78,,0,0,1
69,ADSK.OQ,Autodesk Inc,Technology,Software & IT Services,Software & IT Services,90.40959,90.45915,91.10648,90.07727,19.76024,14.07988,16.59719,10.47552,199.2139738,309.4570722,169.5701709,,1060,589,867,983,8610,9000,10200,11100,114063,102000,125291,229600,9670,9589,11067,12083,Reported,Reported,Reported,Reported,82,,,13700,82,,,0,0,,1,1,1,1,0,1,0,,,0,0,0,0.90070922,507600,507600,457200,,,,,,0,1,0,0,,3.5,7.3,61.2,3.3,3.3,29.4,21.4,2.2,3.4,70.6,2.4,55,,,,,,,0,1,0
70,ADP.OQ,Automatic Data Processing Inc,Technology,Software & IT Services,Software & IT Services,44.91178,42.80865,42.57534,42.23978,25.01249,22.91266,22.0234,21.3286,85.21273261,92.65184634,52.66573782,34.84927506,21760,23449,15108,7972,76092,108514,96924,92669,38540,205914,194979,119075,97852,131963,112032,100641,Reported,Reported,Reported,Reported,81,,,63000,81,,,,,,1,1,1,,1,1,0,12.97538468,,0,0,0,,1135380.528,1135380.528,,,,,,,,1,1,,,10.8,15.7,56.4,8.8,8.8,33.1,8,6.6,12,66.9,6.5,,,,,,,,0,0,0
71,AZO.N,Autozone Inc,Consumer Cyclicals,Retailers,Specialty Retailers,51.95803,52.13223,52.75464,53.60015,19.90001,20.1248,20.12721,19.13937,,,,,253026,247060,238046,259494,200080,198644,195155,186677,,,,,453106,445704,433201,446171,Reported,Reported,Reported,Reported,79,,,71400,79,,,2759,,,1,1,1,,1,1,1,124.3728985,,0,0,0,,6003997,5995652,,,,,,,15.4,1,0,0,,,,,,,44.9,,,,,,27,,,,,,,0,0,0
72,AVY.N,Avery Dennison Corp,Basic Materials,Applied Resources,Containers & Packaging,26.59719,27.50615,27.58804,26.93173,10.95107,11.75624,10.60317,3.5445,152.6473772,161.3334026,142.5550542,161.0880399,188389,201000,207000,196000,317734,170000,227000,278000,6278300,5942210,,3321580,506124,371000,434000,474000,Reported,Reported,Reported,Reported,84.5,,,36000,84.5,,,83,,,1,1,1,1,1,1,0,330.9227087,67.36252288,1,1,1,0.239767475,5876360,5864880,1408960,132.3321496,1196190,,,,1.15,1,1,,,,,,,,22,,,,,,33,,,,,,,0,1,0
73,AVT.OQ,Avnet Inc,Technology,Technology Equipment,Electronic Equipment & Parts,11.9914,12.19788,11.47001,11.70136,4.61183,3.86254,1.36275,-0.02624,64.37032967,38.44298267,29.73438513,38.23644173,,5958,5419,3550,,34001,42450,47133,,42308,34940,,,39959,47869,50683,CO2,Reported,Reported,Reported,,,,15800,,,,43,,,1,1,1,,1,1,0,,,0,0,0,,,,,,,,,,1.405,1,1,,,,,,,,33,,,,,,36.364,,27.273,9.091,63.636,63.636,,0,1,0
74,BOKF.OQ,BOK Financial Corp,Financials,Banking & Investment Services,Banking Services,,,,,,,,,52.07501139,46.50545553,68.76525037,84.87442324,,,,,,,,,,,,,,,,,Energy,Energy,Energy,Energy,,,,4791,,,,,,,0,1,0,,0,0,0,8.961549319,,0,0,0,,86067.738,86067.738,,,,,,,,1,0,0,,7,13,68,9,9,,,,,,,,,,,,,,0,0,0
75,BMI.N,Badger Meter Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",38.89364,40.67395,39.53739,38.51116,15.43493,15.5826,15.31123,14.63597,0,0,0,1.353196322,2533,2337,2418.8,,7225.1,7661.9,8236.1,,,,,,9758.1,9998.9,10654.9,,Reported,Reported,Reported,Energy,,,,1976,,,,12,,,0,0,1,,1,1,0,34.00768358,21.94461679,0,0,0,,108526,105812,,123.8225996,70030.1,40503.9,,,2.95,1,0,5.314,,,,,,,12,,,,,,,,,,,,,0,0,0
76,BCPC.OQ,Balchem Corp,Basic Materials,Chemicals,Chemicals,29.76056,30.43392,31.81964,32.836,15.40667,15.95724,15.79591,15.93168,47.21470258,12.66101492,20.06681695,33.42477211,,,,,,,,,,,,,56238,77281,76802,74947,Reported,Reported,Reported,Reported,,,,1340,,,,17,,,1,1,1,,1,1,0,,,1,1,1,,,,,4239.365507,3995000,,,,5.85,1,0,17,,,,,,,,,,,,,25,12.5,12.5,,75,75,,0,1,0
